event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,inter2,interaction,civilian_targeting,region,country,location,notes,check,fatalities,perpetrator,is_lethal
SYR13952,2017-10-04,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ashara,"Warplanes, believed to be Russian, targeted the river crossing between Ashara town west the Euphrates and Darnaj village east of it which led to the killing of at least 50 civilians, including at least 9 children and 12 citizen women over the age of 18, including 8 Iraqi refugees, and injured several others.",1,50,Russia,1
SYR38251,2017-10-05,2017,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Bab El Hawa,Turkish border guards shot and killed a child while he was attempting to illegally cross the border with his family into Turkey from an unidentified point in Idleb province.,1,1,Turkey,1
YEM5903,2017-10-05,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,As Sudah,"On 5 October 2017, 6 civilians, including 4 children, were wounded by coalition airstrikes in Baqim, Sadah. According to the source, (almotamar.net), warplanes fired missile(s) at a civilian car in As Sudah, killing one child (female) and wounding others.",1,1,Other/Non-State,1
SYR44292,2017-10-06,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Mhemideh,"Russian warplanes bombed Mhemideh town in westren countryside of Deir ez Zor, killing 1 woman and 4 children.",1,5,Russia,1
SYR38268,2017-10-06,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ar-Raqqa - Wihdeh,"Coalition warplanes targeted the Badou area in Hurrieh neighbourhood of Ar-Raqqa city with airstrikes, including a residential building, killing up to 40 civilians, including 10 children and 10 women, and injured 20 more. Warplanes also struck the Al Batani roundabout in the Badou neighborhood, killing 5 more children and a woman, the area between Al Hadika Al Mororia and Al Jumaili neighborhoods , killing 2 civilians, and Al Tawassou'ya neighbourhood, killing 14 civilians. 8 other civilians were killed by Coalition strikes on other areas of the city. Total fatalities coded as 69.",1,69,Other/Non-State,1
YEM5906,2017-10-06,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Maqna,3 Civilians were killed in a coalition airstrike on a vehicle in al-Makna area of Munabbih district. A child was among the dead.,1,3,Other/Non-State,1
SYR58066,2017-10-07,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ar-Raqqa,"Coalition warplanes targeted Ar-Raqqa city with airstrikes, killing at least 8 civilians, including a child and a woman. Accounting for 6 known fatalities in Hutteen neighborhood, 2 additional fatalities coded to Ar-Raqqa city.",1,2,Other/Non-State,1
SYR28216,2017-10-07,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ar-Raqqa - Hurriyeh,"International Coalition warplanes targeted with missiles a residential building in Al-Badou neighbourhood of ar-Raqqa city, which killed six people, including five children and one woman.",1,6,Other/Non-State,1
SYR40421,2017-10-08,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ar-Raqqa,"23 displaced civilians, including 7 women and 3 children, originating from Palmyra died in alleged Coalition airstrikes on Ar-Raqqa city. 2 civilians were also killed as a result of Coalition airstrikes on Al Tawassou'ya neighbourhood. Total fatalities coded as 25.",1,25,Other/Non-State,1
SYR14281,2017-10-10,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Quriyeh,"On 10 October 2017, Russian warplanes conducted airstrikes targeting Quriyeh town and the water bridge connecting Quriyeh to Tayyanieh village in Deir-ez-Zor governorate. As a result, 21 civilians, including 7 children, were killed, the bridge was destroyed and al Bouawad Mosque was hit and partially damaged. 21 fatalities.",1,21,Russia,1
YEM6010,2017-10-11,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Mahjal,"At least three civilians were killed on Wednesday in a coalition airstrike on a rural camp in Khab and al-Sha'af district in Jawf province. According to the report, a woman and two children were killed.",1,3,Other/Non-State,1
SYR44315,2017-10-11,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Al-Bukamal,"Jets, believed to be Russian, bombarded Al-Bukamal city in eastern Deir-ez-Zor's countryside. 13 civilians were killed including seven children and five women.",1,13,Russia,1
SYR44316,2017-10-11,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,al-Mojawdeh,"Jets, believed to be Russian, bombarded al-Mojawdeh village in eastern Deir-ez-Zor's countryside. 8 civilians were killed as a result, including 4 children.",1,8,Russia,1
SYR28332,2017-10-12,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ar-Raqqa,"Between 25 and 35 civilians, including a child and 2 women, were killed, and at least 12 more civilians were injured, as a result of Coalition airstrikes, which targeted two residential buildings in Al Badou neighbourhood in Ar-Raqqa city.",1,25,Other/Non-State,1
SYR38338,2017-10-13,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ar-Raqqa - Wihdeh,"International Coalition warplanes targeted with missiles a residential building in Al-Jamili neighbourhood of Ar-Raqaa city, which killed five people, including two children and two women.",1,5,Other/Non-State,1
SYR14458,2017-10-15,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Saalu,Russian jets bombarded a school -where displaced people were living- in Saalu village in eastern Deir-ez-Zor's countryside. 5 civilians were killed including two children.,1,5,Russia,1
SYR58098,2017-10-16,2017,2,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ar-Raqqa,"On October 16th or 17th, Coalition warplanes targeted Al Jumaili neighborhood in northern Ar-Raqqa city with airstrikes, killing a civilian. Colaition strikes on Al Badou neighborhood also killed 5 civilians, including 3 children and 1 woman, while airstrikes on several other areas, killed 10 civilians, including a child. Total fatalities coded as 26.",1,26,Other/Non-State,1
SYR44340,2017-10-19,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Al-Bukamal,"Jets, believed to be Russian, bombarded Al-Bukamal-Baguz river crossing in Al-Bukamal city. 20 civilians were killed including two children and six women.",1,20,Russia,1
SYR14679,2017-10-20,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Al-Bukamal,Russian warplanes targeted the border crossing between Al-Bukamal city and al-Baghour village in the eastern countryside of Deir-ez-Zor which led to the killing of 19 persons including 7 children and 4 citizen women and injure several others.,1,19,Russia,1
SYR14703,2017-10-20,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Shiheil,Russian jets bombarded Shiheil town in Deir-ez-Zor's countryside which killed 2-3 civilians including 2 children.,1,2,Russia,1
SYR38439,2017-10-21,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Jeb al-Sukkar,"Suspected Russian warplanes dropped two missiles/bombs on civilian homes in Western-Jeb Sukkar in Hama, killing one child and wounding a child and a woman.",1,1,Russia,1
SYR14744,2017-10-21,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),Military Forces of Syria (2000-2024),8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ghabra,The Syrian army shelled the villages of Ghabra in Deir-ez-Zor countryside while Russian warplanes carried out raids on the town which killed three civilians including one child.,1,3,Russia,1
SYR14808,2017-10-22,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ghabra,"Unidentified warplanes bombed Ghabra village, in the vicinity of Al-Bukamal, killing a man, his wife and their child and injuring others.",1,3,Other/Non-State,1
SYR14917,2017-10-24,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Hamra,"Russian Warplanes targeted areas controlled by Hayat Tahrir al-Sham and civilian areas in Tal Romman village in the vicinity of Hamra in northern Hama, killing a child.",1,1,Russia,1
SYR44363,2017-10-27,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Al Sabkhah,Russian jets bombarded Al Sabkhah village in eastern Deir-ez-Zor's countryside which killed 4 civilians two of which are children.,1,4,Russia,1
SYR15184,2017-10-29,2017,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Harim,"A child was killed and a number of persons were injured, after being shot by snipers of the Turkish border guard forces, while they were picking olives in their land adjacent the border line, near Harim city in the northern countryside of Idleb",1,1,Turkey,1
YEM6515,2017-11-02,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Uslan,"Four airstrikes were reported in Al- Aslan area of Baqim. The home of a 7 member family was hit, killing them all (a Husband, Wife, and 5 children).",1,7,Other/Non-State,1
SYR38575,2017-11-03,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2014-2018),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Baghuz,"A fixed-wing aircraft, suspected to be Iraqi, conducted airstrikes on Baghuz in southern Deir-ez-Zor countryside, killing 4 civilians including 2 children.",1,4,Iraq,1
SYR15531,2017-11-03,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Sweiyeh,"Jets, believed to be Russian, bombarded Sweiyeh village near Al-Bukamal city in Deir-ez-Zor's countryside which killed 4 civilians including two children and two women.",1,4,Russia,1
SYR15574,2017-11-04,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Hamra,"Unidentified warplanes hit Sa'en with airstrikes, killing one child and injuring several others.",1,1,Other/Non-State,1
SYR15639,2017-11-05,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Dweir,"Warplanes, believed to be Russian, shelled Dweir village in eastern Deir-ez-Zor, killing a woman and 2 of her children.",1,3,Russia,1
SYR15663,2017-11-05,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Al-Sayyal,"Unidentified warplanes bombed a camp of internally displaced persons in Al-Sayyal town. Strikes on Jalaa and Al-Sayyal led to the death of 4 civilians, including 3 children. Accounting for 1 known fatality at Jalaa, 3 additional fatalities allocated to Al-Sayyal.",1,4,Other/Non-State,1
SYR15718,2017-11-06,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Rasm Abed,"Unidentified warplanes shelled areas in a camp for the displaced in southeast Idleb, near Rasm Abed village, killing 1 child and injuring other civilians.",1,1,Other/Non-State,1
YEM6652,2017-11-07,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Hirran,"More than 50' civilians were reportedly killed or injured during an airstrike on Harran area in Aflah. Medics and provincial officials speaking to Xinhua confirmed the event, saying that many of the victims were women and children. Al Jazeera later confirmed at least 30 deaths, and quoted local sources who said that the raids started shortly after midnight, targeting the home of Sheikh Hamdi, a Houthi loyalist, killing him and his family. Al-Masirah TV said that 10 paramedics were killed in the strikes as they attempted to retrieve the wounded.",1,30,Other/Non-State,1
SYR44410,2017-11-07,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Tal Halawa,Russian jets bombarded Tal Halawa in Idleb's countryside which killed a child.,1,1,Russia,1
SYR44405,2017-11-07,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Al-Bukamal,"Jets, believed to be Russian, bombarded Al-Bukamal city. 3 civilians were killed including a child and a woman.",1,3,Russia,1
SYR38677,2017-11-11,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Seraa,"Warplanes, believed to be Russian, fired 12 bombs or missiles at residential areas in Seraa, injuring five women, five children, and two men. The planes also targeted the village with heavy machine guns which killed a woman.",1,1,Russia,1
SYR15946,2017-11-11,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,As Sukkariyah,"Jets, believed to be Russian, bombarded As Sukkariyah village. 25 civilians were killed including six children and eight women.",1,25,Russia,1
SYR15996,2017-11-11,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Tamanaah,"Russian jets bombarded Tamanaah town in Idleb's countryside which killed 2 civilians, a man and a child.",1,2,Russia,1
SYR16106,2017-11-13,2017,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Bab El Hawa,A boy was tortured and killed by Turkish border guards after he attempted to enter Turkey from Idleb province. Coded location to the Bab El Hawa.,1,1,Turkey,1
SYR16056,2017-11-13,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Quriyeh,"Suspected Russian warplanes targeted a displacement camp in Quriyeh town in rural Deir-ez-Zor, resulting in 5 fatalities, including 2 women and 2 children.",1,5,Russia,1
YEM6789,2017-11-14,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Jabal Sabir,"On 14 November 2017, two women and a child were killed by a coalition missile airstrike that hit the Al-Arous resort in the Jabal Sabir area of Taiz. The report quoted a medical source as saying that a soldier and two civilians were also injured. According to Associated Press, the strike was targeting a radio station belonging to Yemen's Al Islah Party.",1,3,Other/Non-State,1
SYR54959,2017-11-15,2017,3,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Ar-Raqqa,"The bodies of 5 civilians, 1 woman and 2 children and a man and woman from the same family, were found in Ar-Raqqa city on January 4th and 11th, 2018. They were killed as a result of alleged Global Coalition Against Daesh airstrikes against Islamic State positions in the city months prior.",1,5,Other/Non-State,1
SYR16204,2017-11-15,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Al Bab,Remnants of cluster bombs dropped by Russian warplanes killed 3 children from the same family in the city of Al Bab. The city is under the control of Turkish-backed rebel and Islamist factions.,1,3,Russia,1
YEM6846,2017-11-19,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Maslub,"Eight children and three women, all from the same family, were found dead under the rubble after their home was hit by the coalition air strike in Masloob district.",1,11,Other/Non-State,1
SYR16405,2017-11-19,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),Military Forces of Syria (2000-2024),8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Duma,"Regime forces fired at least 10 missiles, believed to have been ground-to-ground, and cluster munitions on areas of Duma city, killing 5 civilians, including a child, and injuring over 16 others. Shelling on Duma also targeted the Civil Defense Center '200' with heavy machine guns as Defense workers attempted to transport injured civilians to the medical centers, injuring several Civil Defense workers. Warplanes, believed to have been Russian, also raided the city with what appeared to be cluster munitions, killing at least 3, and possibly as many as 9, more civilians and wounding 50 others. Total fatalities coded as 8.",1,8,Russia,1
SYR16723,2017-11-26,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Shafa,"Warplanes believed to be Russians struck an IDP camp in the town of Shafa killing 42-53 civilians and injuring others, including 21 children and 12 women.",1,42,Russia,1
SYR38872,2017-11-30,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Darnaj,"International Coalition warplanes targeted with missiles Darnaj village in Deir-Ez-Zor province, which killed five people, including one child.",1,5,Other/Non-State,1
SYR38882,2017-12-01,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Eastern Jurdi,"International Coalition warplanes targeted with missiles Eastern Jarda village in Deir-Ez-Zor province, which killed 15 people, including six children and one woman.",1,15,Other/Non-State,1
YEM1106,2017-12-02,2017,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Military Forces,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Matun,A child was killed and other injured when abomb went off in al-Matoon district of al-Jawf province. It is unclear who fired the shell.,1,1,Other/Non-State,1
YEM7122,2017-12-05,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Jabal Shamsan,"On 5 December 2017, Coalition warplanes launched a missile strike on a house in Bani Shamsan area in the district of Mabyan, Hajjah province. One child was killed and 13 civilians wounded.",1,1,Other/Non-State,1
YEM7158,2017-12-06,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Madid,"A report quoting a military source said that seven members of a family, including three children, were killed and five others injured in a separate strike on their home in the district of Nehm, northeast of the capital. Eleven civilians died as a result of airstrikes in one day in Nihm.",1,7,Other/Non-State,1
SYR17108,2017-12-06,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),QSD: Syrian Democratic Forces,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Western Jurdi,"Russian warplanes carried out raids on the town of Al-Jurdi al-Gharbi in eastern Deir-ez-Zor, reportedly coordinating with Syrian Democratic Forces operations to eliminate Islamic State presence on the eastern banks of the Euphrates River. The raids killed 24 civilians, including at least 10 children and 4 women, injured others, and caused civilian property damage.",1,24,Russia,1
SYR17185,2017-12-08,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Big Khwein,"Russian warplanes conducted several air strikes on Zarzour village near Big Khwein village in the south eastern countryside of Idleb, killing 6 civilians, including 4 children and 2 women, and injuring others.",1,6,Russia,1
SYR58201,2017-12-13,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Shafa,"A car traveling near Shafa village in eastern Deir-ez-Zor was targeted by an airstrike, conducted by a suspected Coalition warplane, which resulted in the death of 4 or more civilians, including at least 1 woman and a child.",1,4,Other/Non-State,1
YEM7363,2017-12-13,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Kharab,"Saudi warplanes bombarded residential neighborhoods in the Ghamar district of Yemen's mountainous northwestern province of Sa'ada, killing eight people. Two women, a child and three paramedics were among those killed.",1,8,Other/Non-State,1
SYR54961,2017-12-15,2017,3,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Kafrsajna,"Around 15 December 2017 (month of), Russian warplanes carried out airstrikes on the town of Kafrsajna in Idleb province, wounding several people. A child succumbed to his wounds on 11 January 2018. 1 fatality.",1,1,Russia,1
SYR17482,2017-12-17,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Khan Shaykun,"On 17 December 2017, Russian warplanes conducted several airstrikes targeting Khan Shaykun town and its market in the southern countryside of Idleb governorate. As a result, 10 civilians were killed, all of whom were women and children, 5 others were injured and several shops were destroyed. 10 fatalities.",1,10,Russia,1
YEM7624,2017-12-23,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,As Sukhnah,4 Children playing in the al-Sukhnah district in the province of Hudaydah were killed when an unexploded bomb droppped by coalition fighters suddenly went off. 5 additional children were wounded.,1,4,Other/Non-State,1
SYR17754,2017-12-24,2017,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Shinan,3 children were killed in an explosion of bombs from remnants of a previous aerial bombardment on Shnan town in eastern Ar-Raqqa.,1,2,Other/Non-State,1
YEM7691,2017-12-25,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Sanaa - Qaryat Asr,"A family of nine members, including five children, were killed on Monday morning when Saudi-led coalition warplanes hit the family's house five times in the capital's Al-Asr in Ma'een district. Rescuers and medics said five other people from nearby houses were critically wounded. Monday's deadly air raid in Sanaa hit the guard house at a memorial to Egyptian soldiers killed in Yemen in the 1960s, according to a witness who served as a first responder. Pro-Saudi sources later blamed the deaths on a failed missile launch by pro-Houthi forces.",1,9,Other/Non-State,1
SYR17763,2017-12-25,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Islamic State in Iraq and the Levant (ISIL),2,28,,Middle East,Syria,Gharanij,"Coalition warplanes carried out airstrikes on areas in Gharanij, including Hayy al-Samra neighborhood, in eastern Deir-ez-Zor, killing between 8 to 10 civilians, including a woman and a child, in addition to unspecified number of Islamic State members. The town saw mass displacement within the previous 48 hours as a result of shelling.",1,8,Other/Non-State,1
YEM7753,2017-12-26,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Haymah al Ulya,"A string of airstrikes conducted by the Saudi-led coalition on Tuesday hit a busy marketplace in Attazziah, a district in the southwestern province of Taiz. That attack, the United Nations said, killed 54 civilians, including the eight children, and wounded 32 more.",1,54,Other/Non-State,1
SYR39175,2017-12-28,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Tal Shayr,"International Coalition airstrikes on Tal Shayr in southern al-Hasakeh countryside resulted in the death of 3 civilians, including 1 woman and 1 child. The Coalition later confirmed the death of the civilians.",1,3,Other/Non-State,1
YEM7813,2017-12-29,2017,1,Political violence,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Tishdan,"Four civilians, including a child, were killed when coalition airstrikes hit a house in Ghamer border district of Saada province. According to the source, the house was located in Teshdan area of Gamer, and was severely damaged by the strike.",1,4,Other/Non-State,1
SUD372,1998-06-18,1998,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Eritrea (1993-),NDA: National Democratic Alliance (Sudan),8,Military Forces of Sudan (1989-2019),1,18,,Northern Africa,Sudan,Kassala,"Eritrean military were accused of bombing several northern Sudanese border posts, NDA later claimed responsibility but it is likely that the two groups were both fighting in alliance with each other - the Sudanese army repulsed the attack. Several civilians reported killed, including children.",1,10,Eritrea,1
ERI435,2001-05-02,2001,1,Political violence,Violence against civilians,Attack,Military Forces of Ethiopia (1991-2018),Police Forces of Ethiopia (1991-2018),8,Civilians (Eritrea),7,78,Civilian targeting,Eastern Africa,Eritrea,Kisad Emba,Ethiopian soldiers kill Eritrean girl inside TSZ,1,1,Ethiopia,1
CON264,2002-10-30,2002,2,Political violence,Violence against civilians,Attack,Military Forces of Angola (1975-),,8,Civilians (Republic of Congo),7,78,Civilian targeting,Middle Africa,Republic of Congo,Nzassi,The press in the Republic of Congo has reported two incursions carried out by the Angolan army in the southwestern region of Kouilou. A five-year-old child was killed and three people were wounded when the Angolan army raided the village of Tchitanzi on the border with the Angolan enclave of Cabinda.,1,1,Angola,1
SOM2312,2007-03-11,2007,1,Political violence,Battles,Armed clash,Military Forces of Ethiopia (1991-2018),,8,PRM: Popular Resistance Movement in the Land of the Two Migrations,2,28,,Eastern Africa,Somalia,Mogadishu - Daynile,"Ethiopian troops protecting government installations battled with insurgents near Gubta (Daynille, Mogadishu), leaving a 13-year-old boy and a woman killed and five others injured. The gunmen are believed to be remnants of hardline Islamists.",1,2,Ethiopia,1
SOM3429,2007-12-30,2007,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,2,Military Forces of Ethiopia (1991-2018),8,28,,Eastern Africa,Somalia,Mogadishu,A mortar round fired during fighting between Somali insurgents and Ethiopian troops killed a mother and her five young children in the capital Mogadishu.,1,6,Other/Non-State,1
SOM3614,2008-03-02,2008,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2001-2009),,8,Al Shabaab,2,28,,Eastern Africa,Somalia,Dhobley,"U.S. aircraft attacked a house in Dobley, targeting terrorism suspects as an Islamic group with links to al-Qaida. Residents and police in Dobley said at least 4 people were killed and eight people, including four children, were seriously injured when the home was destroyed by the raid.",1,4,United States,1
SOM4098,2008-07-01,2008,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,2,Military Forces of Ethiopia (1991-2018),8,28,,Eastern Africa,Somalia,Mogadishu - Wadajir,"A resident of Bulohube district, said a woman and three children died when a mortar crashed into their houses when another batch of rebels attacked an Ethiopian army base nearby.",1,4,Other/Non-State,1
