event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,inter2,interaction,civilian_targeting,region,country,location,notes,check,fatalities,perpetrator,is_lethal
PSE91378,2026-01-01,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Jabalya,"On 1 January 2026, Israeli forces killed a child with gunfire, likely tank fire, in Jabalya (North Gaza, Gaza Strip), casualties unknown. This event occurred in a Hamas-controlled area of the Yellow Line.",1,1,Israel,1
PSE92047,2026-01-03,2026,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Beit Lahiya,"On 3 January 2026, Israeli soldiers opened fire in Beit Lahiya town (North Gaza, Gaza Strip). A woman and a girl were killed. This event occurred in a divided area of the Yellow Line and the exact side is unclear.",1,2,Israel,1
PSE92055,2026-01-03,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Al Mawasi (Rafah),"On 3 January 2026, Israeli artillery opened fire in Al Mawasi (Rafah) (Rafah, Gaza Strip) killing 1 girl and injuring 17 individuals. Most of the individuals are internally displaced people. This event occurred in a Hamas-controlled area of the Yellow Line.",1,1,Israel,1
PSE91944,2026-01-08,2026,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Jabalya Camp,"On 8 January 2026, Israeli forces opened fire in Al Faloujah area in Jabalya Camp (North Gaza, Gaza Strip), killing 1 child. This event occurred in a Hamas-controlled area of the Yellow Line.",1,1,Israel,1
PSE91949,2026-01-08,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Al Mawasi (Khan Yunis),"On 8 January 2026, an Israeli drone struck an IDPs' tent in street 5 in Al Mawasi (Khan Yunis) in (Khan Yunis, Gaza Strip), killing 4 people [among them 3 children]. Also, Israeli warplanes struck an IDPs' tent in the vicinity of Al Attar station, killing 1 person and injuring 3 others. Total fatalities were 5. This event occurred in a Hamas-controlled area of the Yellow Line.",1,5,Israel,1
YEM112664,2026-01-13,2026,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Suq Sirwah,"On 13 January 2026, a projectile leftover from previous unidentified military activity exploded in Wadi Nawae in Sirwah district (coded to district center Suq Sirwah) (Marib) killing 3 children of the same family (10, 15, and 17 year old boys) while they were playing near their house. Sources differed as to the origin of the device (Houthi or anti-Houthi).",1,3,Other/Non-State,1
ETH17648,2026-01-15,2026,1,Strategic developments,Strategic developments,Other,Unidentified Military Forces,,8,Civilians (Ethiopia),7,78,,Eastern Africa,Ethiopia,Abergele,"Explosive remnants of war: On 15 January 2026, a cannon shell believed to have abandoned during the northern Ethiopia conflict (2020-2022) blasted at Baltarf in 03 Kebele in Abergele Woreda (location coded to the admin center Abergele, Wag Hamra, Amhara), killing 6 persons and gravely injuring another 2 individuals. The cannon projectile (shell) was likely found unexploded, and one of the victims took it to their private residential house, where it exploded, killing the victims, and three of the victims were members of the same family (a father and his two children).",1,6,Other/Non-State,1
PSE92210,2026-01-16,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Beit Lahiya,"On 16 January 2026, an Israeli drone dropped a quadcopter bomb in the vicinity of Abu Tamam school in Beit Lahiya (North Gaza, Gaza Strip) killing a 10-years-old girl. This event occurred in a divided area of the Yellow Line and the exact side is unclear.",1,1,Israel,1
PSE92248,2026-01-16,2026,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Beit Lahiya,"On 16 January 2026, Israeli forces shot dead a 16-year-old Palestinian minor with sniper fire in Beit Lahiya (North Gaza, Gaza Strip). This event occurred in a divided area of the Yellow Line and the exact side is unclear.",1,1,Israel,1
PSE92607,2026-01-19,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Bani Suheila,"On 19 January 2026, an Israeli drone [Quadcopter] opened fire in Al Tahlyeeh area near Bani Suheila intersection (Khan Yunis, Gaza Strip), killing a 17-year-old Palestinian. Also, Israeli drones dropped bombs on Al Fajam street and its vicinity in the same location, casualties unknown. This event occurred in an Israeli-controlled area of the Yellow Line.",1,1,Israel,1
PSE92458,2026-01-21,2026,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Bani Suheila,"On 21 January 2026, Israeli forces opened fire near Bani Suheila roundabout (Khan Yunis, Gaza Strip), killing 1 child, while he was collecting wood, and injuring another person. This event occurred in an Israeli-controlled area of the Yellow Line.",1,1,Israel,1
PSE92460,2026-01-21,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Al Musaddar,"On 21 January 2026, Israeli artillery shelled east of Deir El Balah, coded to Al Musaddar (Deir El Balah, Gaza Strip), killing 3 people [among them 1 child]. This event occurred in a Hamas-controlled area of the Yellow Line.",1,3,Israel,1
UKR291046,2026-01-22,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),7,78,Civilian targeting,Europe,Ukraine,Chornomorsk,"On 22 January 2026, Russian forces conducted drone strikes on Chornomorsk, Odesa. An apartment building was damaged. A child was killed.",1,1,Russia,1
PSE92808,2026-01-24,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Beit Lahiya - Al Mashroo,"On 24 January 2026, an Israeli drone targeted the vicinity of Kamal Adwan Hospital in Beit Lahiya - Al Mashroo (North Gaza, Gaza Strip) killing two children, ages 15 and 14, who were collecting firewood. This event occurred in a Hamas-controlled area of the Yellow Line.",1,2,Israel,1
BFO15059,2026-01-26,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Niger (2023-),,8,Civilians (Burkina Faso),7,78,Civilian targeting,Western Africa,Burkina Faso,Bellare,"On 26 January 2026, JNIM stated that the Nigerien air force conducted airstrikes on an artisanal gold mine in the village of Bellare (Seytenga, Seno, Sahel), resulting in the deaths of several people, including women and children. JNIM released photographs of the scene. Unspecified fatalities coded as 3.",1,3,Niger,1
PSE93174,2026-01-31,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Gaza - Southern Remal,"On 31 January 2026, Israeli warplanes targeted a house near Al-Abbas junction in Gaza - Southern Remal (Gaza City, Gaza Strip) killing 5 people, two women and three children, and injuring 8 others. This event occurred in a Hamas-controlled area of the Yellow Line. According to the IDF, they targeted four commanders and operatives from Hamas and PIJ, as well as a weapons depot and two launch pads in central Gaza. Israeli forces launched a wave of airstrikes across the Gaza Strip in response to an incident in Rafah the previous day in which 8 Hamas militants emerged from a tunnel before being targeted by the IDF.",1,5,Israel,1
PSE93179,2026-01-31,2026,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Jabalya,"On 31 January 2026, Israeli forces shot and killed a child with gunfire in Halawa camp east of Jabalya (North Gaza, Gaza Strip). This event occurred in an Israeli-controlled area of the Yellow Line.",1,1,Israel,1
PSE93203,2026-02-02,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Al Mawasi (Khan Yunis),"On 2 February 2026, Israeli warships targeted IDP tents in Al Iqlimi area south of Al Mawasi (Khan Yunis) (Khan Yunis, Gaza Strip) killing a child. This event occurred in a Hamas-controlled area of the Yellow Line.",1,1,Israel,1
PSE93107,2026-02-04,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Qizan an Najjar,"On 4 February 2026, Israeli artillery shelled IDPs' tents in Qizan an Najjar (Khan Yunis, Gaza Strip), killing 4 people, including one child. This event occurred in a divided area of the Yellow Line and the exact side is unclear.",1,4,Israel,1
UKR296110,2026-02-09,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),7,78,Civilian targeting,Europe,Ukraine,Bohodukhiv,"On 9 February 2026, Russian Forces launched drone strikes at Bohodukhiv, Kharkiv, damaging a truck. 2 civilians, including a child, were killed.",1,2,Russia,1
IRN35225,2026-02-10,2026,1,Strategic developments,Strategic developments,Other,Unidentified Military Forces,,8,Civilians (Iran),7,78,,Middle East,Iran,Cham Hendi,"Explosive remnants of war: On 10 February 2026, a remnant landmine from the Iran-Iraq war detonated at the border of Iran-Iraq near Cham Hendi village (Dehloran, Ilam). As a result, one child villager was killed.",1,1,Other/Non-State,1
UKR296340,2026-02-10,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,8,Civilians (Ukraine),7,78,Civilian targeting,Europe,Ukraine,Bohodukhiv,"On 10 February 2026, Russian Forces launched Shahed-type Geran-2 drone strike at Bohodukhiv, Kharkiv, damaging a house. 4 civilians, including 3 children, were killed and 2 civilians, including a pregnant woman, were injured.",1,4,Russia,1
PSE93754,2026-02-17,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Jabalya,"On 17 February 2026, Israeli drones targeted and killed a Palestinian 12-year-old child and injured another person in Jabalya (North Gaza, Gaza Strip). This event occurred in a Hamas-controlled area of the Yellow Line.",1,1,Israel,1
YEM113374,2026-02-20,2026,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Yemen,Bani Siyah,"On 20 February 2026, a cluster bomb leftover from previous Saudi (coded under ORH) activities detonated in the area of Bani Siyah in the border district of Razih (Sadah) in Yemen, killing 1 Palestinian child - aged twelve - and injuring others.",1,1,Other/Non-State,1
AFG70900,2026-02-22,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Pakistan (2022-),,8,Civilians (Afghanistan),7,78,Civilian targeting,Caucasus and Central Asia,Afghanistan,Behsud,"On 22 February 2026, Pakistani military forces carried out airstrikes on a residential home in Behsud district, Nangarhar. At least 23 people were trapped under the rubble. Local sources stated that between 17-24 civilians were killed, including 8 students, 6 women, and a child, and that 5 others were wounded. Pakistan claimed that seven positions in the provinces of Paktika, Nangarhar, and Khost were targeted, including TTP and ISKP hideouts, killing more than 100 individuals, including a senior operational commander of al-Qaeda and a deputy of Hafiz Gul Bahadur's group. Pakistan said that these centers were involved in planning suicide attacks in Bannu, Bajaur, and a mosque on the outskirts of Islamabad. The Taliban claimed that civilians, including women and children, were targeted in the bombings, and that dozens were killed and wounded between 21 and 22 February. UNAMA confirmed that 13 people, including women and children, were killed and 7 others were wounded in Behsud and Khugyani (coded separately). Amnesty International confirmed that 13 members of a single family, including women and children, were killed, 9 others were wounded, and five people are still missing. Fatalities coded as 13 based on the lowest estimate. Total 13 fatalities.",1,13,Pakistan,1
AFG70939,2026-02-26,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Pakistan (2022-),,8,Civilians (Afghanistan),7,78,Civilian targeting,Caucasus and Central Asia,Afghanistan,Barmal,"On 26 February 2026, Pakistani military forces fired mortars at civilian houses in the Danger Lig and Brim villages of Barmal district, Paktika, bordering Pakistan's North and South Waziristan areas (KPK), killing 21 civilians, including 12 men, seven women, and two children, and wounding three others. Pakistan called their retaliatory counter-attack Ghazab-ul-Haq (Truth Fury) and claimed that 133 Taliban forces were killed, more than 200 others were wounded, 27 Taliban military checkpoints were destroyed, and 9 others were captured by Pakistani forces across Nangarhar, Kabul, Kandahar, Paktia, Paktika, Kunar, Khost, and Laghman provinces between 26 and 27 February. Total 21 fatalities and 3 injuries.",1,21,Pakistan,1
AFG70943,2026-02-27,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Pakistan (2022-),,8,Civilians (Afghanistan),7,78,Civilian targeting,Caucasus and Central Asia,Afghanistan,Asad Abad,"On 27 February 2026, Pakistani military forces carried out long-range artillery strikes, hitting civilian homes in Asad Abad city, Kunar, killing 7 civilians, including women and children, and wounding 1 other. Pakistan called their retaliatory counter-attack Ghazab-ul-Haq (Truth Fury) and claimed that 133 Taliban forces were killed, more than 200 others were wounded, 27 Taliban military checkpoints were destroyed, and 9 others were captured by Pakistani forces across Nangarhar, Kabul, Kandahar, Paktia, Paktika, Kunar, Khost, and Laghman provinces between 26 and 27 February. Total 7 fatalities and 1 injury.",1,7,Pakistan,1
IRN35544,2026-02-28,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Israel (2022-),8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,1,18,,Middle East,Iran,Tehran - District 11,"On 28 February 2026, US and Israeli forces targeted the office of the supreme leader, presidential residence compound in Azerbaijan street, as well as other unspecified targets in Pasteur, Keshvardoos, Daneshgah and Jomhuri quarters in a joint operation (coded as air/drone strikes by default) in Tehran - District 11 (Tehran, Tehran). Some Islamic Republic officials, including the supreme leader Ali Khamenei, his members of family including his wife (who succumbed to her wounds on 2 March), daughter, son-in-law, daughter-in-law and grandchild as well as Secretary of the Defense Council and Adviser of the Islamic Republic Ali Shamkhani, Deputy Chief of Staff to Khamenei, Ali Asghar Hejazi, Chief of the General Staff of the Armed Forces, Seyed Abdolrahim Mousavi, Commander-in-Chief of the Islamic Revolutionary Guard Corps, Mohammad Pakpour, and Minister of Defense and Armed Forces Logistics, Aziz Nasirzadeh, Senior official within the Ministry of Intelligence, Mohammad Baseri were killed. A number of other civilians (including workers) were injured in the attacks. 10 confirmed fatalities were coded to this event. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",1,11,United States,1
IRN35592,2026-02-28,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,Civilians (Iran),7,78,Civilian targeting,Middle East,Iran,Minab,"On 28 February 2026, (likely) US forces conducted a strike consisting of three missiles in Minab city (Minab, Hormozgan). The strike hit a girl's school which is near an IRGC naval base, leaving 168 people killed including at least 148 students, and also leaving 95 wounded. Iranian authorities attributed responsibility for the strike to the United States and Israel. US Central Command (CENTCOM) stated it was investigating the incident, while the Israeli military stated it had no knowledge of IDF activity in the area. Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",1,168,United States,1
IRN35596,2026-02-28,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),,8,Civilians (Iran),7,78,Civilian targeting,Middle East,Iran,Lamerd,"On 28 February 2026, US forces targeted a residential area in a joint operation (coded as air/drone strikes by default) in Lamerd city (Lamerd, Fars). Initial reports suggested that a sports hall have been struck killing at least 19 boys and girl and several were wounded, as they were playing a volleyball match. Israeli forces were excluded as actors in this event because the reported location falls outside the declared Israeli strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",1,19,United States,1
IRN35656,2026-02-28,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Iran),7,78,Civilian targeting,Middle East,Iran,Abyek,"On 28 February 2026, Israeli forces struck an unspecified target in a joint operation (coded as air/drone strikes by default) in Abyek city (Abyek, Qazvin). One student from the Imam Reza School was killed and several others were wounded. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026.",1,1,Israel,1
IRN35747,2026-03-02,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,1,18,,Middle East,Iran,Marivan,"On 2 March 2026, Israeli forces targeted a IRGC base in a joint missile operation or air/drone strikes (coded as air/drone strikes by default) in Marivan (Marivan, Kurdistan), killing at least three civilians, including a child. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. At least 3 fatalities.",1,3,Israel,1
AFG70985,2026-03-02,2026,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Pakistan (2022-),,8,Civilians (Afghanistan),7,78,Civilian targeting,Caucasus and Central Asia,Afghanistan,Khas Kunar,"On 2 March 2026, Pakistani military forces fired mortar shells at a refugee camp in Hijrat Abad area of Khas Kunar district, Kunar, killing 3 children and wounding 3 others, including a woman. Total 3 fatalities and 3 injuries.",1,3,Pakistan,1
KWT84,2026-03-04,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Iran (1989-) Islamic Revolutionary Guard Corps,,8,Military Forces of Kuwait (2020-),1,18,,Middle East,Kuwait,Kuwait City,"On 4 March 2026, night, Kuwait forces intercepted an unspecified number of projectiles fired by Iranian forces (coded as IRGC by default) over Al Asimah governorate (coded to governorate capital Kuwait City) (Kuwait). As a result of the interception, shrapnel fell on a residential area, causing material damage to a house and casualties, including the killing of 1 girl. Unspecified fatalities coded as at least 1 following the most conservative estimate.",1,1,Iran,1
PSE94266,2026-03-04,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Gaza,"On 4 March 2026, Israeli warplanes struck Gaza City, coded to Gaza generic (Gaza City, Gaza Strip), killing 1 child [died due to his injuries]. This event occurred in a Hamas-controlled area of the Yellow Line.",1,1,Israel,1
PSE94307,2026-03-06,2026,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Beit Lahiya - Al Mashroo,"On 6 March 2026, Israeli forces opened fire in Beit Lahiya - Al Mashroo (North Gaza, Gaza Strip), killing 1 child. This event occurred in a Hamas-controlled area of the Yellow Line.",1,1,Israel,1
IRN36247,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Iran),7,78,Civilian targeting,Middle East,Iran,Tikmeh Dash,"On 6 March 2026, Israeli forces targeted a residential area in Tikmeh Dash city (Bostanabad, East Azerbaijan), hitting a home and killing five people, including three children (coded as air/drone strikes by default). US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting. Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. 5 fatalities.",1,5,Israel,1
IRN36331,2026-03-06,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Iran),7,78,Civilian targeting,Middle East,Iran,Qazvin,"On 6 March 2026, Israeli forces hit a boys school in Qazvin (Qazvin, Qazvin), killing one teenager, (coded as air/drone strikes by default). Israel and the United States launched a joint operation codenamed 'Roaring Lion' by Israel and 'Epic Fury' by the United States on 28 February 2026. 1 fatality. US forces were excluded as actors in this event because the reported location falls outside the declared US strike zones at the time of reporting.",1,1,Israel,1
SYR86698,2021-01-23,2021,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),Opposition Rebels (Syria),8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Tall Refaat,"On 23 January 2021, Turkish forces supported by opposition rebels shelled Tall Refaat town in Aleppo countryside with rockets, killing 3 civilians; 2 children, and 1 woman, and injuring at least eleven others. A man died from wounds sustained during the shelling a day later. Total fatalities coded to 4.",1,4,Turkey,1
SYR87338,2021-02-03,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Darkosh,"On 3 February 2021, Turkish Gendarmerie shot and killed a child while he was trying to cross the borders in Darkosh area in Idleb countryside, towards Turkey.",1,1,Turkey,1
SYR87006,2021-02-04,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Harim,"On 4 February 2021, Turkish Gendarmerie shot and killed a child as he attempted to illegally cross the border into Turkey from Hilt area in Harim district in Idleb. 1 fatality.",1,1,Turkey,1
SOM33178,2021-02-06,2021,1,Political violence,Battles,Armed clash,Al Shabaab,,2,AMISOM: African Union Mission in Somalia (2007-2022) (Uganda),8,28,,Eastern Africa,Somalia,Mushaani,"On 6 February 2021, Al Shabaab fighters attacked an AMISOM UNDF and Somali government troops position outside Mushaani village (Marka, Lower Shabelle). AMISOM UNDF forces fired several mortar rounds in suspected direction, which caused the death of two children and three injuries.",1,2,Other/Non-State,1
YEM62219,2021-02-07,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Jabal al Masawarah,"On 7 February 2021, the remnants of a coalition cluster bomb exploded in Al Masawarah area (Nihm, Sanaa) killing one child and injuring two more.",1,1,Other/Non-State,1
SYR87351,2021-02-11,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Jisr-Ash-Shugur,"On 11 February 2021, Turkish Gendarmerie shot and killed a child while he was working with his grandfather in the farmlands of adnaniyah village in rural Jisr-Ash-Shugur in Idleb countryside.",1,1,Turkey,1
YEM62258,2021-02-11,2021,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Umm Shaykh,"On 11 February 2021, Saudi artillery strikes targeted Al Shaykh area (coded to Al Umm Shaykh) (Monabbih, Sadah), killing a boy.",1,1,Other/Non-State,1
SYR87964,2021-03-04,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Salqin,"On 4 March 2021, Turkish Gendarmerie shot and killed a child in front of his house in Al Madlousa town in rural Salqin in Idleb countryside.",1,1,Turkey,1
IRN8944,2021-03-10,2021,1,Strategic developments,Strategic developments,Other,Unidentified Military Forces,,8,Civilians (Iran),7,78,,Middle East,Iran,Saleh Davud,"Explosive remnants of war: On 10 March 2021, a child was killed in Saleh Davud village when a landmine planted during the Iran-Iraq War exploded.",1,1,Other/Non-State,1
SYR88196,2021-03-10,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Aradah,"On 10 March 2021, Turkish Gendarmerie shot and killed a child whilst with his family attempting to illegally cross the border into Turkey from Aradah area in al-Hasakeh. 1 fatality.",1,1,Turkey,1
SYR88558,2021-03-14,2021,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,Civilians (Syria),7,78,Civilian targeting,Middle East,Syria,Zornaqal,"On 14 March 2021, Turkish forces shelled the village of Zornaqal in the countryside of Menbij in Aleppo, killing a child and wounding 2 others. 1 fatality.",1,1,Turkey,1
ETH11215,2021-03-15,2021,3,Political violence,Violence against civilians,Sexual violence,Military Forces of Eritrea (1993-),,8,Civilians (Ethiopia),7,78,Civilian targeting,Eastern Africa,Ethiopia,Humera,"Around 15 March 2021 (month of), six EDF raped a woman in Humera (Setit Humera, Western Tigray, Tigray). The perpetrator targeted the victim because of her ethnicity and told her that 'Tigrayan women should not be able to give birth. They killed the victim's 5-year-old son.",1,1,Eritrea,1
ETH6586,2021-03-25,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Eritrea (1993-),,8,Civilians (Ethiopia),7,78,Civilian targeting,Eastern Africa,Ethiopia,Grizana,"On 25 March 2021, 13 civilians, including three men in their 50s, several women, a 15-year-old and a two-year-old, were killed by Eritrean troops in Grizana (Southern, Tigray).",1,13,Eritrea,1
YEM64166,2021-04-12,2021,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Operation Restoring Hope,,8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Majz,"On 12 April 2021, an explosive remnant left by coalition forces exploded killing one child and injuring another in Majz district (Sadah).",1,1,Other/Non-State,1
PSE9611,2021-05-10,2021,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-2021),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Gaza,"On 10 May 2021, Israeli jets conducted a series of strikes in the city of Gaza (Gaza Strip, Gaza), killing 10 Palestinians. Israel reported that 15 militants of Hamas and the PIJ were killed in these raids. A total of 21 Palestinians, including 10 children and a woman were killed during Israeli airstrikes on the Gaza Strip as of 10 May.",1,11,Israel,1
YEM64805,2021-05-10,2021,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Restoring Hope,Military Forces of Saudi Arabia (2015-),8,Civilians (Yemen),7,78,Civilian targeting,Middle East,Yemen,Al Mashaf,"On 10 May 2021, Saudi forces shelled villages in Shadaa district (Sadah) with missiles and artillery, killing a boy and injuring his father.",1,1,Other/Non-State,1
PSE9610,2021-05-10,2021,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-2021),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Beit Hanoun,"On 10 May 2021, Israeli jets conducted two airstrikes in Bayt Hanun (Gaza Strip, North Gaza), one of them targeting a civilian vehicle and a driving motorcycle, killing ten people. Another missile targeted a house. It is unclear whether the victims were militants or civilians. As of 10 May, 21 Palestinians, including 10 children and a woman, were killed during Israeli airstrikes on the Gaza Strip.",1,10,Israel,1
PSE12972,2021-05-12,2021,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2009-2021),,8,Civilians (Palestine),7,78,Civilian targeting,Middle East,Palestine,Gaza - Tal el Hawa,"On 12 May 2021, Israeli warplanes targeted different areas in Gaza City. 2 missiles targeted a 4-storey residential building in Gaza - Tal el Hawa, killing 5 Palestinians including two children. A missile targeted a civilian car in the Al Shaaf neighborhood, killing a Palestinian and wounding another. On 27 October 2022, a Hamas member succumbed to his wounds in during the airstrike targeted a 4-storey residential building in Gaza - Tal el Hawa.",1,7,Israel,1
